ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2806	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured	uncultured bacterium
ASV2807	Bacteria	Planctomycetota	OM190	NA	NA	uncultured	uncultured bacterium
ASV2808	Bacteria	Desulfobacterota	NA	NA	NA	uncultured	uncultured bacterium
ASV2809	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	uncultured	uncultured bacterium
ASV2810	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Couchioplanes	uncultured bacterium
ASV2811	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium
ASV2812	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
ASV2813	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	uncultured bacterium
ASV2814	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	uncultured	uncultured bacterium
ASV2815	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured bacterium
ASV2816	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	uncultured	uncultured bacterium
ASV2817	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	uncultured	uncultured bacterium
ASV2818	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	uncultured bacterium
ASV2819	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylobacillus	uncultured bacterium
ASV2820	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured bacterium
ASV2821	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2822	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2823	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	uncultured bacterium
ASV2824	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	uncultured	uncultured bacterium
ASV2825	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured	uncultured bacterium
ASV2826	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	uncultured	uncultured bacterium
ASV2827	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2828	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	uncultured bacterium
ASV2829	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	uncultured	uncultured bacterium
ASV2830	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	uncultured	uncultured bacterium
ASV2831	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	uncultured	uncultured bacterium
ASV2832	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured bacterium
ASV2833	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2834	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured bacterium
ASV2835	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
ASV2836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	uncultured bacterium
ASV2837	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured bacterium
ASV2838	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	uncultured	uncultured bacterium
ASV2839	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured bacterium
ASV2840	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	uncultured	uncultured bacterium
ASV2841	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2842	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	uncultured	uncultured bacterium
ASV2843	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylosarcina	uncultured bacterium
ASV2844	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Formivibrio	uncultured bacterium
ASV2845	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	uncultured	uncultured bacterium
ASV2846	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
ASV2847	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	uncultured	uncultured bacterium
ASV2848	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	uncultured	uncultured bacterium
ASV2849	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium
ASV2850	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	uncultured	uncultured bacterium
ASV2851	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	uncultured bacterium
ASV2852	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	uncultured bacterium
ASV2853	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
ASV2854	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	uncultured bacterium
ASV2855	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2856	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	uncultured bacterium
ASV2857	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured	uncultured bacterium
ASV2858	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	uncultured bacterium
ASV2859	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	uncultured	uncultured bacterium
ASV2860	Bacteria	Patescibacteria	Microgenomatia	Candidatus Gottesmanbacteria	NA	uncultured	uncultured bacterium
ASV2861	Bacteria	Dependentiae	Babeliae	Babeliales	NA	uncultured	uncultured bacterium
ASV2862	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	uncultured	uncultured bacterium
ASV2863	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	uncultured	uncultured bacterium
ASV2864	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	uncultured	uncultured bacterium
ASV2865	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured	uncultured bacterium
ASV2866	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	uncultured	uncultured bacterium
ASV2867	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	uncultured bacterium
ASV2868	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	uncultured	uncultured bacterium
ASV2869	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
ASV2870	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	uncultured bacterium
ASV2871	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2872	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa	uncultured bacterium
ASV2873	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	uncultured	uncultured bacterium
ASV2874	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	uncultured	uncultured bacterium
ASV2875	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	uncultured bacterium
ASV2876	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	uncultured	uncultured bacterium
ASV2877	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	uncultured	uncultured bacterium
ASV2878	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053	uncultured bacterium
ASV2879	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	uncultured	uncultured bacterium
ASV2880	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	uncultured bacterium
ASV2881	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
ASV2882	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	uncultured bacterium
ASV2883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Pleomorphomonas	uncultured bacterium
ASV2884	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	uncultured bacterium
ASV2885	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Siccibacter	uncultured bacterium
ASV2886	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	uncultured bacterium
ASV2887	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured bacterium
ASV2888	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured	uncultured bacterium
ASV2889	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Pleomorphomonas	uncultured bacterium
ASV2890	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	uncultured bacterium
ASV2891	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	uncultured bacterium
ASV2892	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured bacterium
ASV2893	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	uncultured bacterium
ASV2894	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	uncultured bacterium
ASV2895	Bacteria	Chloroflexi	TK10	NA	NA	uncultured	uncultured bacterium
ASV2896	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	uncultured	uncultured bacterium
ASV2897	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured	uncultured bacterium
ASV2898	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	uncultured bacterium
ASV2899	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured	uncultured bacterium
ASV2900	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	uncultured bacterium
ASV2901	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured	uncultured bacterium
ASV2902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2903	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	uncultured bacterium
ASV2904	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	uncultured bacterium
ASV2905	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
ASV2906	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	uncultured bacterium
ASV2907	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	uncultured	uncultured bacterium
ASV2908	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	uncultured bacterium
ASV2909	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	uncultured	uncultured bacterium
ASV2910	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	uncultured bacterium
ASV2911	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	uncultured bacterium
ASV2912	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	uncultured	uncultured bacterium
ASV2913	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fischerella PCC-9339	uncultured bacterium
ASV2914	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	uncultured bacterium
ASV2915	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	uncultured	uncultured bacterium
ASV2916	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	uncultured bacterium
ASV2917	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinimonadaceae	Chitinimonas	uncultured bacterium
ASV2918	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	uncultured bacterium
ASV2919	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	uncultured bacterium
ASV2920	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	EcFYyy-200	uncultured bacterium
ASV2921	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B5-096	uncultured	uncultured bacterium
ASV2922	Bacteria	Planctomycetota	vadinHA49	NA	NA	uncultured	uncultured bacterium
ASV2923	Bacteria	Acidobacteriota	Blastocatellia	DS-100	NA	uncultured	uncultured bacterium
ASV2924	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	uncultured	uncultured bacterium
ASV2925	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	uncultured	uncultured bacterium
ASV2926	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	uncultured bacterium
ASV2927	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	uncultured bacterium
ASV2928	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	uncultured bacterium
ASV2929	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	uncultured	uncultured bacterium
ASV2930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured bacterium
ASV2931	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	uncultured	uncultured bacterium
ASV2932	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured	uncultured bacterium
ASV2933	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	uncultured bacterium
ASV2934	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	uncultured	uncultured bacterium
ASV2935	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	uncultured bacterium
ASV2936	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya ANT.L52.2	uncultured bacterium
ASV2937	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured bacterium
ASV2938	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	uncultured bacterium
ASV2939	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	uncultured bacterium
ASV2940	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	uncultured bacterium
ASV2941	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured	uncultured bacterium
ASV2942	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
ASV2943	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured bacterium
ASV2944	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Raineyaceae	Raineya	uncultured bacterium
ASV2945	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	uncultured	uncultured bacterium
ASV2946	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	uncultured bacterium
ASV2947	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
ASV2948	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	uncultured	uncultured bacterium
ASV2949	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
ASV2950	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	uncultured	uncultured bacterium
ASV2951	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	uncultured	uncultured bacterium
ASV2952	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured	uncultured bacterium
ASV2953	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured bacterium
ASV2954	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	uncultured	uncultured bacterium
ASV2955	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured	uncultured bacterium
ASV2956	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	uncultured bacterium
ASV2957	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	uncultured bacterium
ASV2958	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	uncultured	uncultured bacterium
ASV2959	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	uncultured bacterium
ASV2960	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured bacterium
ASV2961	Bacteria	Firmicutes	Negativicutes	NA	NA	uncultured	uncultured bacterium
ASV2962	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured	uncultured bacterium
ASV2963	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV2964	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	uncultured bacterium
ASV2965	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	uncultured	uncultured bacterium
ASV2966	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	uncultured bacterium
ASV2967	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2 lineage	uncultured bacterium
ASV2968	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	uncultured bacterium
ASV2969	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	uncultured	uncultured bacterium
ASV2970	Bacteria	NB1-j	NA	NA	NA	uncultured	uncultured bacterium
ASV2971	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	uncultured bacterium
ASV2972	Bacteria	Patescibacteria	Microgenomatia	NA	NA	uncultured	uncultured bacterium
ASV2973	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
ASV2974	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured bacterium
ASV2975	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	uncultured bacterium
ASV2976	Bacteria	Spirochaetota	V2072-189E03	NA	NA	uncultured	uncultured bacterium
ASV2977	Bacteria	NA	NA	NA	NA	uncultured	uncultured bacterium
ASV2978	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	uncultured bacterium
ASV2979	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	NA	uncultured	uncultured bacterium
ASV2980	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	uncultured	uncultured bacterium
ASV2981	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	uncultured	uncultured bacterium
ASV2982	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria	NA	uncultured	uncultured bacterium
ASV2983	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	uncultured bacterium
ASV2984	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	LNR A2-18	uncultured bacterium
ASV2985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	uncultured bacterium
ASV2986	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus	uncultured bacterium
ASV2987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	uncultured bacterium
ASV2988	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
ASV2989	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	uncultured	uncultured bacterium
ASV2990	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	uncultured bacterium
ASV2991	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	uncultured	uncultured bacterium
ASV2992	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	uncultured bacterium
ASV2993	Bacteria	WPS-2	NA	NA	NA	uncultured	uncultured bacterium
ASV2994	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	uncultured bacterium
ASV2995	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	uncultured bacterium
ASV2996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	uncultured	uncultured bacterium
ASV2997	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	uncultured bacterium
ASV2998	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
ASV2999	Bacteria	Patescibacteria	NA	NA	NA	uncultured	uncultured bacterium
ASV3000	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	uncultured	uncultured bacterium
ASV3001	Bacteria	Dependentiae	Babeliae	Babeliales	NA	uncultured	uncultured bacterium
ASV3002	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	uncultured	uncultured bacterium
ASV3003	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured bacterium
ASV3004	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	uncultured	uncultured bacterium
ASV3005	Bacteria	Acidobacteriota	Acidobacteriae	Elev-16S-1166	NA	uncultured	uncultured bacterium
ASV3006	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured	uncultured bacterium
ASV3007	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
ASV3008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured bacterium
ASV3009	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	uncultured	uncultured bacterium
ASV3010	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	uncultured	uncultured bacterium
ASV3011	Bacteria	NKB15	NA	NA	NA	uncultured	uncultured bacterium
ASV3012	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	uncultured	uncultured bacterium
ASV3013	Bacteria	Acidobacteriota	Subgroup 18	NA	NA	uncultured	uncultured bacterium
ASV3014	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	uncultured bacterium
ASV3015	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechlorobacter	uncultured bacterium
ASV3016	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	uncultured bacterium
ASV3017	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	uncultured	uncultured bacterium
ASV3018	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
ASV3019	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	uncultured bacterium
ASV3020	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UKL13-1	uncultured bacterium
ASV3021	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	uncultured	uncultured bacterium
ASV3022	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	uncultured bacterium
ASV3023	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	MSB-3C8	uncultured	uncultured bacterium
ASV3024	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	uncultured bacterium
ASV3025	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	uncultured bacterium
ASV3026	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD1-131	uncultured	uncultured bacterium
ASV3027	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	uncultured	uncultured bacterium
ASV3028	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	uncultured bacterium
ASV3029	Bacteria	Firmicutes	Clostridia	NA	NA	uncultured	uncultured bacterium
ASV3030	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	uncultured	uncultured bacterium
ASV3031	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	uncultured bacterium
ASV3032	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	uncultured	uncultured bacterium
ASV3033	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured bacterium
ASV3034	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechlorobacter	uncultured bacterium
